Course ID,Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
162,How to Create a WebApp using Google Apps Script webPages,Explore how to setup a Google Apps Script Web App to run Frontend Code HTML CSS and JavaScript,https://www.udemy.com/course/webapp-google-apps-script/,Laurence Svekis,3.7,19,1 total hour,14 lectures,All Levels,"3,593 students",True,649
165,The Wordpress Course,"Learn the fundamentals to design your own websites using Wordpress, Elementor, and Astra so you can take on clients.",https://www.udemy.com/course/the-wordpress-course/,Samuel Bifalco,4.3,19,4.5 total hours,51 lectures,All Levels,109 students,True,649
168,Building HTML5 Forms - Everything You Need To Know!,Learn How To Build Forms Using HTML5. A Practical Hands-on Tutorial From Infinite Skills,https://www.udemy.com/course/building-html5-forms/,Infinite Skills,4.2,19,1 total hour,18 lectures,All Levels,283 students,True,749
171,Big Data and Hadoop : Interactive Intense Course,"Managing Big data using Hadoop tools like MapReduce, Hive, Pig, hBase and many more and Able to crack Cloudera CCA 175.",https://www.udemy.com/course/big-data-and-hadoop/,Saheb Singh Chaddha,3.7,19,29 total hours,27 lectures,All Levels,"1,792 students",True,699
174,Learn AspNet Core And SQL By Writing Todo API,"Learn how to write an API as a beginner with step-by-step instructions using AspNet Core, SQL Server and T-SQL.",https://www.udemy.com/course/learn-aspnet-core-and-sql-by-writing-todo-api/,Avetis Ghukasyan,4.2,19,5.5 total hours,46 lectures,Beginner,165 students,True,649
177,Complete React and Redux Bootcamp Build 10 Hands-On-Projects,"Learn the Major Moncepts React JS like States , Hooks , Context API , REDUX by doing 10 Real-Time Hands-On Projects",https://www.udemy.com/course/react-bootcamp-with-hooks-context-redux-with-10-projects/,K.Sathyaprakash Reddy,4.1,19,17.5 total hours,98 lectures,Beginner,100 students,True,599
180,Server side React apps with Next JS,Learn server side rendering using the code you love,https://www.udemy.com/course/server-side-react-apps-with-next-js-2021-edition/,Coding Revolution,4.5,19,35 total hours,183 lectures,All Levels,292 students,True,649
183,SAP UI5 - The advanced features in SAPUI5,Moderate level of expertise in developing web Application in SAPUI5,https://www.udemy.com/course/sap-ui5-the-advanced-features-in-sapui5/,Swaylen CAD I CAM I CAE  Expert,3.7,19,5.5 total hours,23 lectures,All Levels,125 students,True,599
186,Build A Weather App With Ruby On Rails,How To Use An API To Get Air Quality Ozone Weather Data With Ruby On Rails,https://www.udemy.com/course/build-an-ozone-weather-app-with-ruby-on-rails/,John Elder,4.0,19,2.5 total hours,30 lectures,Beginner,"2,064 students",True,699
189,Fundamental SVG for Beginners,Fundamental SVG training without CSS and Javascript,https://www.udemy.com/course/fundamental-svg-for-beginners/,LearVG . . .,4.6,19,1 total hour,19 lectures,Beginner,640 students,True,599
192,Heroku for PHP,Don't get left behind by the cloud hosting revolution,https://www.udemy.com/course/heroku-for-php/,Chris Worfolk,4.7,19,1 total hour,38 lectures,Beginner,96 students,True,749
195,Become a Modern Web Developer,Learn cutting edge web development skills to stay ahead of your peers,https://www.udemy.com/course/become-a-modern-web-developer/,Stone River eLearning,3.8,19,36 total hours,427 lectures,All Levels,155 students,True,749
198,CSS Flexbox Masterclass | Complete Guide to CSS Flexbox,Learn how to use CSS Flexbox on your projects to create beautiful and modern UIs,https://www.udemy.com/course/css-flexbox-masterclass/,Gleyder Hernandez,4.0,19,1.5 total hours,19 lectures,Beginner,"3,762 students",True,599
201,Cloud Control Panel From Scratch using Python/Django,Control your Cloud/Web apps with powerful Django,https://www.udemy.com/course/cloud-control-panel-from-scratch-using-pythondjango/,Abhijan Guha,4.5,19,5 total hours,42 lectures,All Levels,"1,237 students",True,699
204,Learn HTML/HTML5/PHP/MySQL from Scratch Dynamic Websites,Learn ALL Codes HTML and HTML5. Become a Top Web Developer in PHP and MySQL from Scratch! Tutorials and Exercises,https://www.udemy.com/course/web-developer-from-scratch-html-html5-php-mysql/,JobboJ Courses,3.9,19,9 total hours,67 lectures,All Levels,"1,147 students",True,649
159,Cloud Control Panel From Scratch using Python/Django,Control your Cloud/Web apps with powerful Django,https://www.udemy.com/course/cloud-control-panel-from-scratch-using-pythondjango/,Abhijan Guha,4.5,19,5 total hours,42 lectures,All Levels,"1,237 students",True,699
162,Build a TodoList Fast with React and ASP.NET Core API,Learn to build a Full Stack ASP.NET Core and React Application in No Time,https://www.udemy.com/course/build-a-todolist-fast-with-react-and-aspnet-core-api/,CodeBrains.IO Tech Training,4.4,19,2 total hours,29 lectures,Beginner,"6,110 students",True,749
165,Smart Websites Design (Building) and Development Course 2021,"The Complete All-In-One Website Development Course using WordPress, Magento, Joomla & Drupal from Beginner to Advanced.",https://www.udemy.com/course/smart-websites-design-building-development-course-2018/,Glory Omoye,4.2,19,33 total hours,202 lectures,All Levels,207 students,True,749
168,React and Redux: Learn By Building Real World Projects [13H],Complete React and Redux with hands on app development,https://www.udemy.com/course/react-and-redux-learn-by-building-real-world-projects/,"Eduonix Learning Solutions, Eduonix-Tech ., Joshua Evans",4.4,19,13 total hours,58 lectures,All Levels,813 students,True,649
171,WordPress for Beginners (Step by Step Guide),Learn how to build your own website with WordPress for professional and personal use. Follow these step by step guide.,https://www.udemy.com/course/wordpress-for-beginners-step-by-step-guide/,TC Academy,4.6,19,2 total hours,18 lectures,Beginner,"3,461 students",True,599
174,LEARNING PATH: Powerful User Interfaces with Unity & Canvas,Build the finest gaming interfaces with Unity and Canvas,https://www.udemy.com/course/learning-path-powerful-user-interfaces-with-unity-canvas/,Packt Publishing,3.7,19,4 total hours,25 lectures,Beginner,163 students,True,649
177,WordPress Complete Tutorial in Urdu + Hindi For Beginners,Learn WordPress in Urdu and Hindi,https://www.udemy.com/course/wordpress-complete-tutorial-in-urdu-hindi-for-beginners/,Jahanzaib Khan,4.5,19,7 total hours,70 lectures,All Levels,68 students,True,649
180,Create a Crowdfunding Website Like Kickstarter With Joomla,"Help people raise money for their projects, business, cause or whatever by providing them the platform to do so.",https://www.udemy.com/course/how-to-create-a-crowdfunding-website-with-joomla/,Mathew Tamin,4.0,19,2 total hours,24 lectures,Beginner,778 students,True,749
183,Complete Practical .NET Core Worker Service Development,"Updated 2022 - .NET 6.0 | Build .NET Core Worker Service apps. Deploy as Windows Service, Linux/macOS Daemons, Azure",https://www.udemy.com/course/workerservice/,Agus Kurniawan,4.2,19,2.5 total hours,34 lectures,Beginner,138 students,True,649
186,Front-End Web Development: Learn HTML5 & CSS3,HTML and CSS for beginners: learn how to build websites from scratch including responsive design and SEO,https://www.udemy.com/course/front-end-web-development-html-css/,Chris Worfolk,4.0,19,3.5 total hours,85 lectures,Beginner,217 students,True,649
189,How to make your own Bitcoin Cryptocurrency Trading Exchange,"Bitcoin & Cryptocurrency Real Trading Exchange Portal, Binary Option, Stock Trading sites ( Full source codes included )",https://www.udemy.com/course/how-to-make-your-own-bitcoin-cryptocurrency-trading-exchange/,Jack Teh,3.1,18,2.5 total hours,5 lectures,All Levels,94 students,True,599
192,Amazon Affiliate AutoBlog -Complete WordPress Website Course,Amazon Affiliate Auto Posting Website,https://www.udemy.com/course/amazon-affiliate-autoblog-complete-wordpress-website-course/,Nauman Naseer,4.9,18,30 total mins,15 lectures,All Levels,32 students,True,599
195,"Learn Flutter, PHP PHP7 & JavaScript With jQuery, CSS & HTML",Learn from scratch until you become an expert,https://www.udemy.com/course/learn-php-javascript-with-jquery-css-and-html5/,Bilal Zeyada,2.7,18,27.5 total hours,304 lectures,All Levels,"4,804 students",True,599
198,Entity Framework from Basic to Advanced,Learn Entity Framework - Every module feature demonstrated with real-time examples,https://www.udemy.com/course/entity-framwork-basic-to-advanced/,Sandeep Soni,4.8,18,4 total hours,9 lectures,Beginner,"1,126 students",True,599
201,Finance Market Stocks and Currency Visualization in React JS,"Learn to visualize the live Stocks, Forex or your organization data using Highcharts library in React JS with Redux.",https://www.udemy.com/course/finance-stocks-and-currency-in-react/,Pravinkumar Dabade,3.5,18,4.5 total hours,70 lectures,Expert,151 students,True,649
204,Angular 5 - A 3-Step Process to Master Angular for Beginners,Learn Angular like a Professional! Start from the basics and go all the way to creating your own Angular apps and games!,https://www.udemy.com/course/angular-mastercourse/,"Dr. Chris Mall • 30,000+ Students Worldwide",4.6,18,5 total hours,46 lectures,All Levels,73 students,True,649
159,Regular Expressions in Javascript - Master course + projects,Learn how to create simple to complicated regular expressions in Javascript with hands on examples & real world problems,https://www.udemy.com/course/regular-expressions-in-javascript-master-course-projects/,DigiFisk (Programming is fun),4.2,18,5 total hours,45 lectures,All Levels,"7,831 students",True,799
162,HTML & HTML5 Crash Course for Entrepreneurs,Start Your Web Development Career by Learning HTML and HTML5.,https://www.udemy.com/course/html-html5-crash-course-for-entrepreneurs/,Devwebtuts 24/7,4.7,18,3.5 total hours,51 lectures,All Levels,71 students,True,599
165,Docker Masterclass: Hands-on DevOps™ for Developers,Learn Docker with hands-on coding exercises. Take your DevOps Skill to the next level. Complete Docker for DevOps Course,https://www.udemy.com/course/docker-for-beginners-intermediate-hands-on-devops/,"Teach Apex Pro, Apex Education",4.6,18,9.5 total hours,48 lectures,Beginner,"2,862 students",True,599
168,Pure HTML & CSS From Scratch,"Learn HTML5 and CSS3 by going from an Absolute Beginner to Developing Mobile-First, Responsive Website Layouts!",https://www.udemy.com/course/pure-html-css/,Drew Ryan,4.6,18,7 total hours,65 lectures,All Levels,72 students,True,649
171,Coding for Kids - Create Website using HTML and CSS,Learn HTML and CSS from scratch to create an awesome website. Everything you need to code a website for your kids,https://www.udemy.com/course/coding-for-kids-build-first-website-using-html-css/,Sandeep Kumar,4.8,18,4.5 total hours,53 lectures,Beginner,39 students,True,649
174,Ember.js Programming: From Beginner to Developer: 3-in-1,"Get started with building blazing-fast, high performance apps with Ember.js",https://www.udemy.com/course/emberjs-programming-from-beginner-to-developer-3-in-1/,Packt Publishing,2.9,18,6 total hours,56 lectures,Beginner,100 students,True,649
177,Laravel User Follow System - PROJECT,"Learn to create a follow up system with the best PHP Framework, Laravel",https://www.udemy.com/course/laravel-user-follow-system/,"Edwin Diaz, Coding Faculty Solutions",4.8,18,1.5 total hours,13 lectures,All Levels,"1,067 students",True,649
180,Building & Consuming REST APIs in Python with Django,Build professional REST APIs with Django and integrate it with React,https://www.udemy.com/course/building-consuming-rest-apis-in-python-with-django/,Packt Publishing,3.8,18,5 total hours,37 lectures,Intermediate,139 students,True,699
183,Spring Framework for Beginners,Master core concepts such as Spring MVC and Dependency injection and start building your next generation Spring App,https://www.udemy.com/course/spring-framework-for-beginners/,"Eduonix Learning Solutions, Eduonix-Tech .",4.3,18,6.5 total hours,28 lectures,Beginner,87 students,True,749
186,PHP super series from scratch. Learn with projects,Learn to write your first code in php and create massive online projects. Join this all time updating course.,https://www.udemy.com/course/php-tutorials/,Igneus Technologies,3.8,18,6.5 total hours,59 lectures,All Levels,203 students,True,649
189,Beginner course to Learn Client-Side JavaScript,Learn the concepts and utilities of client-side JavaScript.Get hands-on experience of Client Side concepts of JavaScript,https://www.udemy.com/course/beginner-course-to-learn-client-side-javascript/,Easylearning guru,4.0,18,2.5 total hours,18 lectures,Beginner,"6,527 students",True,599
192,Node.js: Server-side Programming with Node.js: 2-in-1,"Develop advanced, high performance, secure applications and APIs with Node.js",https://www.udemy.com/course/nodejs-server-side-programming-with-nodejs-2-in-1/,Packt Publishing,4.0,18,6 total hours,48 lectures,Beginner,116 students,True,699
195,MERN Stack Basics for Beginners 2021,Build a Fullstack CRUD Application with React as front end and Node as Backend and Mongo DB as Database,https://www.udemy.com/course/the-complete-mern-stack-crud-application-with-source-code/,K.Sathyaprakash Reddy,4.0,18,3.5 total hours,17 lectures,Beginner,"3,262 students",True,599
