Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
Real-time Communication using Socket.IO 3.x and Angular 11.x,Learn how to use Socket.IO 3.x library for RTC with Angular 11.x Client applications,https://www.udemy.com/course/rtc-socket-io-ng/,Pravinkumar Dabade,3.9,21.0,7.0,59,Intermediate,184.0,Paid,749
Full Stack Development: React (React Hooks) and Spring Boot,Build Full Stack Notes Application with Real Database and Deployed to Live Web Server (2022 Edition),https://www.udemy.com/course/full-stack-development-react-hooks-and-spring-boot/,Bushan Sirgur,3.9,21.0,5.0,78,Intermediate,104.0,Paid,599
JavaScript Beginners Guide [2022],"Learn JavaScript from scratch with a comprehensive guide, exercises and quizzes, and get your Certificate",https://www.udemy.com/course/javascript-certified-developer-basic/,Fadi Nouh,4.7,21.0,5.5,101,Beginner,1970.0,Paid,649
jQuery for Beginners,"JQuery, Web application,jQuery functions, CSS, & AJAX",https://www.udemy.com/course/jquery-for-beginners_sre/,Stone River eLearning,3.8,21.0,4.0,35,All Levels,1432.0,Paid,599
Intermediate Coders: Use JavaScript to Make Web Apps and Art,"Learn SVG, JSX, JavaScript, React Router, ES6, webpack, CSS, Redux, refactoring & more in this epic web development!",https://www.udemy.com/course/intermediate-coders-use-javascript-to-make-web-apps-and-art/,"Mammoth Interactive, John Bura",4.6,21.0,24.5,226,Intermediate,267.0,Paid,649
Web Development with Asp.Net Using C# MS SQL Database Basic,"Asp.Net Using C#, Learn SQL Server, Make Yourself Web Developer, beginners to advance Tutorial, make own Dynamic website",https://www.udemy.com/course/learn-web-development-create-dynamic-website-complete-guide/,Sachin Srivastava,2.9,21.0,4.0,42,Beginner,116.0,Paid,599
Learning Path:  Python Web Development,Learn how to create scalable and powerful web applications by using the robust frameworks such as Flask and Django!,https://www.udemy.com/course/python-web-development-a/,Packt Publishing,3.4,21.0,8.0,104,Beginner,200.0,Paid,749
Expert Ruby on Rails 5,Unleash the power of Rails 5 to build modern web applications,https://www.udemy.com/course/expert-ruby-on-rails-5/,Packt Publishing,4.2,21.0,4.0,28,Expert,171.0,Paid,649
Learning Path: Functional Programming for PHP 7 Developers,Enhance your PHP 7 development skills by learning advanced PHP techniques and most importantly functional programming.,https://www.udemy.com/course/learning-path-functional-programming-for-php-7-developers/,Packt Publishing,3.3,21.0,9.0,88,Beginner,277.0,Paid,649
Web Design 2021 for Beginners HTML CSS BOOTSTRAP 4 + Project,"Learn HTML, HTML5, CSS, CSS3 and Bootstrap 4 from the scratch and make a professional template project",https://www.udemy.com/course/web-design-for-beginners-html-css-and-bootstrap-4-project/,Easy Coding,4.0,21.0,4.5,71,All Levels,67.0,Paid,649
Learn JavaScript the fun way by developing a clicker game,"Learn JavaScript fast in 3 steps, project based, javascript for beginners",https://www.udemy.com/course/learn-javascript-the-fun-way-by-developing-a-clicker-game/,Victor Simion,4.6,21.0,3.0,40,Beginner,2754.0,Paid,649
Create EPUB Multimedia eBooks By Hand for Apple iBooks & iOS,"Build EPUB files with HTML, CSS & audio to create fixed layout children’s eBooks & more for Apple devices & iBooks Store",https://www.udemy.com/course/create-epub-multimedia-ebooks-by-hand-for-apple-ibooks-ios/,Eric Larson,4.1,21.0,11.0,67,All Levels,143.0,Paid,749
Full Stack Web and Hybrid Mobile App Development With React,"React, React-Native, Spring Boot, Spring Security, Intellij, MySQL, Liquibase, Multiplatform mobile application",https://www.udemy.com/course/full-stack-web-and-hybrid-mobile-app-development-with-react/,Senol Atac,4.7,21.0,7.5,91,All Levels,187.0,Paid,599
"PHP MySQL Registration System , Activation Email PHPMailer","Learn how to build a secured Login and Registration application , And verification link through PHPMailer",https://www.udemy.com/course/php-registration-system/,Ahmed Muhammady,3.7,21.0,2.5,33,Beginner,3097.0,Paid,599
Hands-On React. Build advanced React JS Frontend with expert,Practical React with Typescript and Testing Library. React and Storybook. TDD with React Hooks and React + Redux Toolkit,https://www.udemy.com/course/hands-on-reactjs/,Nick Ovchinnikov,4.8,21.0,17.0,101,Beginner,4711.0,Paid,599
Complete Guide to Bootstrap 5 with 6 Real World Projects,Master the latest version of bootstrap 5 from scratch by coding 5 CSS and 1 SASS real world websites.,https://www.udemy.com/course/complete-guide-to-bootstrap/,Sofiullah Chowdhury,4.6,21.0,17.5,106,All Levels,179.0,Paid,749
Create a PHP website that interact with EOS blockchain,A beginner guide on how to create a website that interact with EOS blockchain from scratch,https://www.udemy.com/course/create-a-php-website-that-interact-with-eos-blockchain/,Phu Tze Pang,4.2,21.0,2.0,28,Beginner,141.0,Paid,649
JavaScript Beginner to Developer - 5 Projects included,Complete modern ( ES9 ) JavaScript in depth from beginner to advanced in less than 9 hours and build 5 projects,https://www.udemy.com/course/javascript-beginner-to-developer-5-projects-included/,Fast & Easy Programming,4.8,21.0,9.0,102,All Levels,975.0,Paid,599
Restful API Web Services With Spring Boot And Vue JS + Vuex,"Spring Boot, Vue, Vuex, MySQL, Full Stack Web Development, Lombok, Gradle, Java, Bootstrap, Font-Awesome, Vue-Router",https://www.udemy.com/course/restfull-api-web-services-with-spring-boot-and-vue-js-vuex-router/,Senol Atac,4.1,21.0,4.5,56,All Levels,100.0,Paid,599
Complete LMS Admin Panel Development in Node & Express Js,"Step by Step Admin Panel Development in Node, Express with EJS, Sequelize ORM, MySQL Database driver & jQuery",https://www.udemy.com/course/complete-lms-admin-panel-development-in-node-express-js/,Online Web Tutor,4.1,21.0,12.0,81,All Levels,206.0,Paid,799
The Complete Node Js + Express JS + Mongo DB Bootcamp 2020,Learn Backend Development Topics Node JS Express JS Mongo DB,https://www.udemy.com/course/the-complete-node-js-express-js-mongo-db-bootcamp-2020/,K.Sathyaprakash Reddy,4.2,21.0,6.0,29,Beginner,80.0,Paid,599
Learning Sass - CSS Just Got Exciting.,Learn to supercharge your CSS with Sass. A easy to follow course that tells you everything you need to know about Sass,https://www.udemy.com/course/learning-sass/,Infinite Skills,4.2,21.0,2.5,31,All Levels,305.0,Paid,649
Facebook Application Development completely from scratch,"A complete guide for learning , creating and publishing  Facebook applications via Facebook platform.",https://www.udemy.com/course/facebook-application-development-completely-from-scratch/,Karim Baidar,3.8,21.0,1.5,20,All Levels,547.0,Paid,599
Decision Making in Supply Chain: Python with Simulation,A Guide to apply Python and Simulation within a Consulting Project in Supply Chain Management,https://www.udemy.com/course/decisionmakingscm/,Leandro Lara Tiago,3.3,21.0,2.0,27,Intermediate,2278.0,Paid,599
"Modern Web Bootcamp, Design with PHP, SASS, CSS-GRID & FLEX","Design Stunning Websites With Sass, PHP, CSS-GRID , Flex and Bootstrap . Learn how to use Node js, NPM and PHP",https://www.udemy.com/course/modern-web-bootcamp-design-with-php-sass-css-grid-flex/,Rick Sekuloski,3.7,21.0,26.0,118,All Levels,2101.0,Paid,649
Learn Ruby and Rails: Build a blog from scratch step by step,Practical Hands-on coding of a complete blog application from  scratch using Ruby on Rails Framework.,https://www.udemy.com/course/learn-ruby-and-rails-build-a-blog-from-scratch-step-by-step/,Bluelime Learning Solutions,4.3,21.0,6.5,69,Beginner,663.0,Paid,649
Web Application Development - Learn by Building 3 Web Apps,Use the power of HTML5 and jQuery to develop 3 Latest Web Apps! It's a pathway to Game Development and User Interfaces !,https://www.udemy.com/course/build-3-web-applications-in-90-minutes/,Akshay Nagpal,3.7,21.0,1.5,29,Beginner,1730.0,Paid,649
WordPress Theme Development With Unyson & Bootstrap 4,"Create your own custom WordPress theme with Bootstrap 4, HTML, CSS, PHP, for yourself, your clients and for the world!",https://www.udemy.com/course/build-wordpress-themes-with-unyson-for-beginners/,Usman Mughal,4.5,21.0,14.5,56,Beginner,141.0,Paid,649
Master Object Oriented PHP by Building a Web Application,Master Object Oriented PHP by Building a Dynamic Web Application. All the concepts needed to build PHP applications.,https://www.udemy.com/course/master-object-oriented-php-by-building-a-web-application/,Chibuike Awoke,4.1,21.0,3.5,22,All Levels,5876.0,Paid,599
Ruby on Rails 6: Startup MVP: School Attendance Tracking App,"Code-Along, learn new Rails features and learn to create an advanced School Schedule and Attendance Tracking Application",https://www.udemy.com/course/ruby-on-rails-authentication-authorization-mvp/,Yaroslav Shmarov,4.5,21.0,11.5,96,Intermediate,216.0,Paid,649
"MERN Stack Car Rental Application 2021 : React ,Redux ,Node","Build real time Car Rental Service Application with React , Redux , Node",https://www.udemy.com/course/mern-stack-car-rental-application-2021-react-redux-node/,K.Sathyaprakash Reddy,4.3,21.0,7.5,38,Beginner,153.0,Paid,599
Docker for web developers with examples,"Learn how to develop web applications inside of a Docker container using NodeJS, PHP, MySql, Express, Laravel and VSCode",https://www.udemy.com/course/docker-for-web-development/,Nevyan Neykov,3.9,20.0,2.0,20,Beginner,97.0,Paid,649
JavaScript with Real World App Javascript Projects,"JavaScript (JS) from scratch, JavaScript libraries such as React, Angular, Node with hands-on projects with JavaScript!",https://www.udemy.com/course/javascript-with-real-world-app-project/,"Oak Academy, Muhammet Gokturk",4.2,20.0,9.0,71,All Levels,80.0,Paid,749
How to Develop REST Web API using ASP.NET MVC,SQL Server Database | Entity Framework | Token Based Authorization | API Security Key | JSON Objects Mapper,https://www.udemy.com/course/how-to-develop-rest-web-api-using-aspnet-mvc/,Asma Khalid,3.9,20.0,0.7,12,All Levels,8610.0,Paid,649
Learn Spark and Hadoop Overnight on GCP,Learn Hands-on by Building Your Own System on Spark and Hadoop,https://www.udemy.com/course/learn-spark-and-hadoop-overnight-on-gcp/,CS PRO,3.6,20.0,3.5,41,Intermediate,1429.0,Paid,649
Advanced Java Programming with Eclipse,Learn the Sought After Java Skills you Need for a Programming Career,https://www.udemy.com/course/advanced-java-programming-with-eclipse/,Programming Tut,4.0,20.0,3.5,52,Intermediate,1129.0,Paid,699
Core Concepts in HTML 5,HTML 5 is the future of the web. Learn the essential Core Concepts to get started in HTML5. Invest in the future now!,https://www.udemy.com/course/core-concepts-in-html-5-m/,Syed Mujtaba,4.3,20.0,2.0,23,Beginner,1592.0,Paid,649
"Create contact forms with PHP, HTML and CSS",Learn how to build multiple fully functional contact forms and start getting users feedback.,https://www.udemy.com/course/create-contact-form-with-php-javascript-and-css/,Nevyan Neykov,4.4,20.0,1.0,14,All Levels,103.0,Paid,749
Getting Started with Vue.js,Learn the fundamental Vuejs concepts,https://www.udemy.com/course/getting-started-with-vuejs/,Stone River eLearning,4.4,20.0,2.5,33,All Levels,87.0,Paid,649
In-depth Implementation & Managing of Azure Storage Service,"Learn about Azure Storage Account and various of Storage Services including BLOB, Queue, Table and Files",https://www.udemy.com/course/microsoft-azure-storage-service/,Sandeep Soni,4.0,20.0,4.0,11,Beginner,683.0,Paid,649
IntelliJ IDEA | Your Beginner Java Programming Course,Take your first step into the world of programming with this beginner course on Java. Become a programmer today!,https://www.udemy.com/course/intellij-idea-your-beginner-java-programming-course/,Programming Tut,4.0,20.0,1.5,16,Beginner,2496.0,Paid,649
Web Development for Absolute Beginners - Learn by building,A project-based approach to web development —learn how to code from scratch by building a part of Facebook with HTML/CSS,https://www.udemy.com/course/web-dev-for-beginners/,Ebenezer Don,4.5,20.0,3.5,46,Beginner,44.0,Paid,649
"Node.js for beginners, 10 developed projects, 100% practical","NodeJS platform world-leading backend, multiple real-world applications developed, learn by practicing.",https://www.udemy.com/course/nodejs-for-beginning-programmers-100-practical/,Alex Salomé Pastrana,3.8,20.0,4.5,29,All Levels,192.0,Paid,649
Responsive Website Design With Bootstrap 4 For Beginners,Learn Bootstrap for Responsive Website in Web Development. Discover how to build bootstrap responsive website in 2020,https://www.udemy.com/course/bootstrap-4-for-responsive-website-design-in-web-development/,"Emenwa Global, Zoolord Academy",4.1,20.0,2.5,23,All Levels,7057.0,Paid,749
IBM WebSphere WCM 8.5/9.0,Developing web-sites using IBM WCM technology based on IBM Portal environment,https://www.udemy.com/course/ibm-wcm-development-v85/,Karim Mahmoud,1.8,20.0,1.0,25,Beginner,308.0,Paid,599
Programming a news site from scratch using Node.js,The entire course teaches you how to use node.js in building sophisticated web sites,https://www.udemy.com/course/news-site-nodejs/,"Bilal Zeyada, bilal ziada",1.7,20.0,6.5,28,All Levels,4881.0,Paid,649
CherryPy - A minimalist web framework for python,The production ready web framework used by big companies.,https://www.udemy.com/course/cherrypy-a-minimalist-web-framework-for-python/,Szabó Dániel Ernő,3.9,20.0,2.5,29,Beginner,74.0,Paid,749
How To Make A Social Media Website With WordPress,Do You want to create your own social media website with WordPress? I will show you how with NO EXPERIENCE!,https://www.udemy.com/course/how-to-make-a-social-media-website-with-wordpress/,Darrel Wilson,3.3,20.0,1.5,9,Beginner,4061.0,Paid,599
Microservices with Python : Build scalable Systems,Learn the art and science of microservices based product development and deployment,https://www.udemy.com/course/microservices-with-python-build-scalable-systems/,Eduonix Learning Solutions,4.4,20.0,3.0,44,Beginner,176.0,Paid,749
Full Stack Web Development with Mern Full Stack Project,"Full Stack Web Development with MERN Stack - ReactJS, React Router, Angular, Nodejs, Express, Mongodb with React Project",https://www.udemy.com/course/full-stack-web-development-with-mern-full-stack-project/,Oak Academy,5.0,20.0,42.5,388,All Levels,77.0,Paid,649
JavaScript YouTube API Course,Explore how to connect to web API's like YouTube and get data from the API place it on your web page using JavaScript,https://www.udemy.com/course/javascript-youtube-api-course/,Laurence Svekis,3.4,20.0,1.5,25,All Levels,4235.0,Paid,599
WordPress Gutenberg Editor - Master The Basics & Beyond,Zero Geek-Speak Training For The WordPress Gutenberg (Block) Editor.,https://www.udemy.com/course/wordpress-gutenberg-editor-training/,Steve Dougherty,4.4,20.0,5.0,61,All Levels,99.0,Paid,649
ES6 Bootcamp From A-Z,Learn The Next Generation of Javascript Inside Out,https://www.udemy.com/course/es6-bootcamp/,Andrew Holloway,4.5,20.0,6.5,154,Intermediate,4110.0,Paid,749
JavaScript ES6 in Practice - ES2015 to ES2017 Masterclass,Learn valuable skills and boost your salary by upgrading your skills with the latest version of JavaScript,https://www.udemy.com/course/es6-in-practice-including-es2016-es2017/,Zsolt Nagy,3.5,20.0,4.5,56,Intermediate,1167.0,Paid,649
